BLUES vs. all, (N = 526 vs. 890)
Rank, Feature, Mean (class), Mean (others), Significance (t-test), Cohen's D
4, int_range, 18.505703422053234, 23.548314606741574, ***, -0.560535119250128
COLOR vs. all, (N = 92 vs. 1324)
Rank, Feature, Mean (class), Mean (others), Significance (t-test), Cohen's D
9, pitch_range, 27.08695652173913, 22.949395770392748, ***, 0.5077748448996031
FREE vs. all, (N = 12 vs. 1404)
Rank, Feature, Mean (class), Mean (others), Significance (t-test), Cohen's D
1, int_bigram_entropy, 6.429166666666666, 5.322115384615385, ***, 0.966163735925794
2, art_range, 0.9566666666666669, 0.844522792022792, **, 0.7877539807031341
4, fuzzyint_bigram_entropy, 5.064166666666666, 4.191232193732193, *, 0.7447922554103955
5, cpc_bigram_entropy, 3.0574999999999997, 5.224095441595441, ***, -1.4521877423933418
7, int_entropy, 3.649999999999999, 3.284366096866097, *, 0.6214996599145154
8, ioiclass_bigram_entropy, 3.0658333333333334, 2.5282977207977204, *, 0.6511879119427526
11, cdpcx_density_1, 0.06166666666666667, 0.1539957264957265, **, -0.7528659469540283
17, cdpcx_entropy, 0.4266666666666666, 0.816460113960114, ***, -1.9347656250179792
FUNCTIONAL vs. all, (N = 684 vs. 732)
Rank, Feature, Mean (class), Mean (others), Significance (t-test), Cohen's D
MODAL vs. all, (N = 102 vs. 1314)
Rank, Feature, Mean (class), Mean (others), Significance (t-test), Cohen's D
0, cdpcx_density_B, 0.00823529411764706, 0.03551750380517504, ***, -0.6252942426165837
2, cdpcx_density_>, 0.028823529411764703, 0.011286149162861492, ***, 0.8344370283867337
6, int_std, 4.007450980392157, 3.334832572298325, ***, 0.7644061366818876
8, int_range, 29.5, 21.06773211567732, ***, 0.9305364830192026
10, ioiclass_abs_hist_01_very_short, 0.5699019607843138, 0.4309817351598173, ***, 0.5673242626726188
11, abs_int_mean, 3.0177450980392164, 2.66072298325723, ***, 0.5835209981076709
13, pitch_range, 27.813725490196077, 22.861491628614917, ***, 0.6105197902230267
16, durclass_abs_hist_01_very_short, 0.7255882352941176, 0.5946270928462709, ***, 0.5275285485126595
18, pitch_std, 5.946078431372548, 5.037709284627093, ***, 0.5605553892606917
19, abs_int_range, 17.225490196078432, 12.379756468797565, ***, 0.8437752694123697
